# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 929400      1.81e-02    2.77e-02      9.97e-05    6.03e-04      1.75e-02    2.61e-02    7.6e-08
 929600      1.86e-02    2.52e-02      4.20e-04    4.27e-04      1.75e-02    2.40e-02    7.6e-08
 929800      2.95e-02    2.06e-02      4.94e-05    8.62e-05      2.84e-02    1.99e-02    7.6e-08
 930000      2.04e-02    2.04e-02      4.09e-05    1.96e-04      1.97e-02    1.96e-02    7.2e-08
 930200      1.96e-02    1.89e-02      1.89e-04    7.17e-05      1.89e-02    1.82e-02    7.2e-08
 930400      1.93e-02    2.42e-02      1.31e-04    1.10e-04      1.86e-02    2.34e-02    7.2e-08
 930600      2.25e-02    2.34e-02      1.31e-04    2.35e-04      2.17e-02    2.25e-02    7.2e-08
 930800      1.41e-02    1.44e-02      3.10e-05    3.37e-04      1.36e-02    1.36e-02    7.2e-08
 931000      2.85e-02    2.32e-02      3.38e-04    5.12e-04      2.73e-02    2.19e-02    7.2e-08
 931200      2.15e-02    2.71e-02      1.43e-04    6.09e-04      2.07e-02    2.55e-02    7.2e-08
 931400      2.76e-02    2.76e-02      2.65e-04    1.59e-04      2.65e-02    2.66e-02    7.2e-08
 931600      2.09e-02    2.81e-02      2.29e-04    4.94e-04      2.01e-02    2.68e-02    7.2e-08
 931800      1.21e-02    2.72e-02      5.33e-04    2.46e-05      1.05e-02    2.63e-02    7.2e-08
 932000      2.27e-02    2.18e-02      1.76e-04    2.35e-04      2.18e-02    2.09e-02    7.2e-08
 932200      2.11e-02    2.30e-02      1.87e-04    2.77e-04      2.03e-02    2.20e-02    7.2e-08
 932400      1.68e-02    1.77e-02      6.41e-05    1.52e-04      1.62e-02    1.70e-02    7.2e-08
 932600      2.07e-02    2.56e-02      1.94e-04    7.00e-04      1.99e-02    2.38e-02    7.2e-08
 932800      2.36e-02    2.43e-02      1.42e-04    7.17e-05      2.28e-02    2.34e-02    7.2e-08
 933000      2.28e-02    2.03e-02      1.55e-04    1.91e-06      2.19e-02    1.96e-02    7.2e-08
 933200      2.17e-02    2.54e-02      1.41e-04    6.42e-05      2.10e-02    2.45e-02    7.2e-08
 933400      2.84e-02    2.17e-02      9.80e-06    2.50e-04      2.75e-02    2.08e-02    7.2e-08
 933600      2.41e-02    2.07e-02      1.89e-04    1.14e-04      2.32e-02    2.00e-02    7.2e-08
 933800      1.65e-02    2.06e-02      1.17e-04    2.16e-04      1.59e-02    1.98e-02    7.2e-08
 934000      1.81e-02    3.61e-02      3.79e-05    4.98e-05      1.75e-02    3.48e-02    7.2e-08
 934200      1.26e-02    2.11e-02      2.06e-04    3.48e-04      1.20e-02    2.01e-02    7.2e-08
 934400      2.66e-02    1.88e-02      5.10e-04    3.04e-04      2.52e-02    1.79e-02    7.2e-08
 934600      2.58e-02    1.99e-02      3.38e-04    4.00e-04      2.47e-02    1.89e-02    7.2e-08
 934800      1.70e-02    2.25e-02      1.29e-04    2.78e-04      1.64e-02    2.15e-02    7.2e-08
 935000      2.07e-02    3.33e-02      2.26e-04    1.29e-04      1.99e-02    3.22e-02    6.8e-08
 935200      1.75e-02    2.19e-02      3.35e-04    9.65e-05      1.67e-02    2.12e-02    6.8e-08
 935400      2.01e-02    3.06e-02      1.61e-04    3.67e-04      1.93e-02    2.94e-02    6.8e-08
 935600      2.47e-02    2.11e-02      1.42e-04    1.32e-04      2.38e-02    2.03e-02    6.8e-08
 935800      1.82e-02    1.80e-02      2.32e-04    8.81e-05      1.75e-02    1.74e-02    6.8e-08
 936000      3.11e-02    2.77e-02      4.66e-04    1.22e-04      2.98e-02    2.67e-02    6.8e-08
 936200      1.26e-02    1.44e-02      3.75e-04    2.73e-05      1.16e-02    1.39e-02    6.8e-08
 936400      2.56e-02    2.81e-02      2.52e-04    2.40e-04      2.47e-02    2.71e-02    6.8e-08
 936600      2.20e-02    2.36e-02      1.79e-04    1.56e-04      2.13e-02    2.28e-02    6.8e-08
 936800      2.52e-02    2.35e-02      5.35e-05    3.30e-04      2.44e-02    2.26e-02    6.8e-08
 937000      3.06e-02    1.94e-02      7.15e-05    4.03e-05      2.96e-02    1.88e-02    6.8e-08
 937200      2.01e-02    1.06e-02      1.20e-04    3.27e-04      1.95e-02    9.73e-03    6.8e-08
 937400      1.55e-02    2.42e-02      1.58e-04    2.21e-04      1.49e-02    2.33e-02    6.8e-08
 937600      2.72e-02    2.04e-02      5.25e-04    1.72e-04      2.58e-02    1.97e-02    6.8e-08
 937800      2.07e-02    2.53e-02      1.36e-04    3.52e-04      2.00e-02    2.42e-02    6.8e-08
 938000      1.57e-02    2.14e-02      8.19e-06    6.03e-05      1.52e-02    2.07e-02    6.8e-08
 938200      2.02e-02    2.67e-02      1.58e-04    3.61e-04      1.94e-02    2.56e-02    6.8e-08
 938400      1.84e-02    2.77e-02      8.55e-06    2.77e-04      1.78e-02    2.67e-02    6.8e-08
 938600      2.70e-02    1.42e-02      3.09e-04    8.74e-04      2.59e-02    1.08e-02    6.8e-08
 938800      1.89e-02    3.29e-02      2.79e-04    2.96e-04      1.81e-02    3.17e-02    6.8e-08
 939000      1.89e-02    2.33e-02      1.52e-04    3.37e-04      1.82e-02    2.23e-02    6.8e-08
 939200      2.54e-02    2.25e-02      3.81e-04    1.09e-04      2.43e-02    2.17e-02    6.8e-08
 939400      2.02e-02    2.73e-02      1.87e-04    2.35e-04      1.94e-02    2.63e-02    6.8e-08
 939600      2.08e-02    2.19e-02      4.24e-04    9.59e-05      1.97e-02    2.11e-02    6.8e-08
 939800      3.02e-02    1.58e-02      1.28e-04    4.28e-04      2.92e-02    1.48e-02    6.8e-08
 940000      2.48e-02    2.11e-02      1.16e-05    2.13e-04      2.41e-02    2.04e-02    6.5e-08
 940200      2.61e-02    2.59e-02      7.31e-05    3.25e-04      2.53e-02    2.49e-02    6.5e-08
 940400      2.66e-02    2.52e-02      3.54e-04    9.05e-06      2.56e-02    2.45e-02    6.5e-08
 940600      1.97e-02    2.24e-02      2.22e-05    5.28e-05      1.91e-02    2.17e-02    6.5e-08
 940800      2.16e-02    2.11e-02      2.04e-04    1.83e-04      2.09e-02    2.04e-02    6.5e-08
 941000      2.23e-02    1.70e-02      2.63e-04    1.75e-04      2.15e-02    1.64e-02    6.5e-08
 941200      1.95e-02    2.14e-02      4.30e-05    1.81e-05      1.89e-02    2.07e-02    6.5e-08
 941400      1.67e-02    1.73e-02      2.66e-04    4.37e-04      1.60e-02    1.62e-02    6.5e-08
 941600      1.48e-02    1.96e-02      3.26e-04    3.01e-05      1.40e-02    1.90e-02    6.5e-08
 941800      1.70e-02    1.57e-02      1.55e-05    1.15e-05      1.65e-02    1.52e-02    6.5e-08
 942000      2.36e-02    2.05e-02      3.23e-05    3.63e-04      2.29e-02    1.95e-02    6.5e-08
 942200      2.03e-02    2.44e-02      9.68e-05    6.29e-05      1.97e-02    2.37e-02    6.5e-08
 942400      1.86e-02    2.12e-02      3.89e-04    1.78e-04      1.76e-02    2.05e-02    6.5e-08
 942600      2.19e-02    2.18e-02      2.07e-04    3.14e-05      2.11e-02    2.11e-02    6.5e-08
 942800      2.75e-02    2.16e-02      4.77e-04    2.24e-04      2.62e-02    2.08e-02    6.5e-08
 943000      1.99e-02    1.59e-02      5.97e-04    1.94e-04      1.84e-02    1.53e-02    6.5e-08
 943200      1.85e-02    1.96e-02      5.14e-04    1.37e-04      1.72e-02    1.90e-02    6.5e-08
 943400      2.27e-02    1.68e-02      1.08e-04    1.42e-04      2.20e-02    1.62e-02    6.5e-08
 943600      9.68e-03    2.32e-02      3.38e-04    3.55e-04      8.80e-03    2.22e-02    6.5e-08
 943800      2.53e-02    2.07e-02      8.29e-04    5.12e-04      2.31e-02    1.95e-02    6.5e-08
 944000      2.24e-02    2.32e-02      1.24e-04    3.34e-04      2.17e-02    2.23e-02    6.5e-08
 944200      2.14e-02    3.01e-02      1.36e-04    2.51e-05      2.07e-02    2.91e-02    6.5e-08
 944400      1.85e-02    2.02e-02      1.39e-04    1.78e-04      1.79e-02    1.95e-02    6.5e-08
 944600      2.32e-02    1.67e-02      2.76e-05    1.37e-04      2.25e-02    1.61e-02    6.5e-08
 944800      1.72e-02    2.81e-02      6.01e-05    1.33e-04      1.67e-02    2.72e-02    6.5e-08
 945000      2.39e-02    2.57e-02      1.43e-05    2.99e-05      2.32e-02    2.49e-02    6.2e-08
 945200      1.83e-02    2.03e-02      4.24e-05    1.27e-04      1.78e-02    1.97e-02    6.2e-08
 945400      2.55e-02    1.84e-02      3.65e-05    8.34e-05      2.48e-02    1.78e-02    6.2e-08
 945600      2.27e-02    1.57e-02      3.23e-04    4.78e-05      2.18e-02    1.52e-02    6.2e-08
 945800      2.18e-02    1.69e-02      3.14e-04    3.25e-04      2.10e-02    1.61e-02    6.2e-08
 946000      2.11e-02    1.80e-02      7.83e-05    7.74e-05      2.04e-02    1.75e-02    6.2e-08
 946200      3.03e-02    2.56e-02      1.56e-04    1.43e-05      2.94e-02    2.48e-02    6.2e-08
 946400      1.78e-02    1.81e-02      6.34e-05    1.84e-04      1.72e-02    1.75e-02    6.2e-08
 946600      3.38e-02    2.88e-02      2.27e-04    1.56e-04      3.28e-02    2.79e-02    6.2e-08
 946800      2.68e-02    3.27e-02      8.07e-05    4.89e-06      2.60e-02    3.17e-02    6.2e-08
 947000      1.02e-02    2.72e-02      4.21e-04    2.68e-04      9.07e-03    2.63e-02    6.2e-08
 947200      2.79e-02    2.30e-02      1.68e-04    2.59e-04      2.71e-02    2.22e-02    6.2e-08
 947400      2.65e-02    2.00e-02      3.95e-04    3.68e-05      2.54e-02    1.94e-02    6.2e-08
 947600      3.04e-02    2.96e-02      2.48e-04    2.31e-04      2.94e-02    2.87e-02    6.2e-08
 947800      1.69e-02    1.91e-02      1.12e-05    1.70e-04      1.64e-02    1.85e-02    6.2e-08
 948000      2.10e-02    2.27e-02      5.31e-05    1.64e-04      2.03e-02    2.19e-02    6.2e-08
 948200      2.06e-02    1.82e-02      5.23e-05    8.93e-05      2.00e-02    1.76e-02    6.2e-08
 948400      2.21e-02    2.45e-02      1.15e-04    1.61e-04      2.15e-02    2.37e-02    6.2e-08
 948600      1.85e-02    2.23e-02      9.67e-05    1.08e-04      1.80e-02    2.17e-02    6.2e-08
 948800      2.07e-02    1.98e-02      9.51e-05    2.38e-04      2.01e-02    1.90e-02    6.2e-08
 949000      1.81e-02    2.14e-02      2.74e-04    1.29e-04      1.74e-02    2.07e-02    6.2e-08
 949200      3.05e-02    2.06e-02      1.19e-05    1.72e-04      2.96e-02    2.00e-02    6.2e-08
 949400      2.31e-02    3.33e-02      1.09e-04    3.76e-05      2.24e-02    3.23e-02    6.2e-08
 949600      1.96e-02    2.98e-02      1.74e-04    2.93e-05      1.90e-02    2.89e-02    6.2e-08
 949800      1.87e-02    3.02e-02      2.40e-04    3.68e-04      1.80e-02    2.91e-02    6.2e-08
 950000      1.84e-02    1.69e-02      5.17e-05    3.66e-05      1.79e-02    1.65e-02    5.8e-08
 950200      2.55e-02    2.42e-02      3.82e-04    1.09e-04      2.45e-02    2.35e-02    5.8e-08
 950400      1.70e-02    2.23e-02      3.37e-06    1.29e-04      1.65e-02    2.16e-02    5.8e-08
 950600      2.82e-02    2.62e-02      1.04e-04    6.03e-05      2.74e-02    2.55e-02    5.8e-08
 950800      2.51e-02    2.68e-02      8.42e-05    2.66e-04      2.44e-02    2.59e-02    5.8e-08
 951000      2.06e-02    2.51e-02      3.49e-05    2.21e-04      2.00e-02    2.43e-02    5.8e-08
 951200      2.16e-02    9.83e-03      2.42e-04    5.93e-04      2.09e-02    7.67e-03    5.8e-08
 951400      2.43e-02    2.54e-02      4.61e-04    2.13e-04      2.32e-02    2.46e-02    5.8e-08
 951600      1.76e-02    1.30e-02      1.68e-04    1.71e-04      1.70e-02    1.25e-02    5.8e-08
 951800      2.09e-02    2.36e-02      2.14e-04    2.44e-04      2.02e-02    2.28e-02    5.8e-08
 952000      2.96e-02    1.52e-02      2.78e-04    3.42e-04      2.86e-02    1.44e-02    5.8e-08
 952200      2.00e-02    2.85e-02      1.37e-04    1.94e-04      1.94e-02    2.77e-02    5.8e-08
 952400      3.41e-02    2.85e-02      9.50e-04    2.52e-04      3.19e-02    2.76e-02    5.8e-08
 952600      2.16e-02    2.86e-02      1.06e-04    2.12e-04      2.10e-02    2.77e-02    5.8e-08
 952800      2.07e-02    1.56e-02      4.66e-05    1.29e-04      2.01e-02    1.51e-02    5.8e-08
 953000      3.29e-02    2.05e-02      1.01e-04    4.04e-04      3.20e-02    1.96e-02    5.8e-08
 953200      2.06e-02    1.82e-02      3.32e-05    2.42e-04      2.00e-02    1.76e-02    5.8e-08
 953400      2.46e-02    2.11e-02      1.93e-04    1.20e-04      2.38e-02    2.05e-02    5.8e-08
 953600      2.69e-02    2.22e-02      2.28e-05    5.20e-04      2.61e-02    2.10e-02    5.8e-08
 953800      1.60e-02    2.20e-02      3.93e-05    3.11e-04      1.55e-02    2.11e-02    5.8e-08
 954000      3.11e-02    3.54e-02      4.23e-04    5.68e-04      2.99e-02    3.39e-02    5.8e-08
 954200      1.89e-02    1.22e-02      2.66e-04    4.75e-04      1.82e-02    1.09e-02    5.8e-08
 954400      2.86e-02    2.17e-02      7.82e-05    3.42e-04      2.78e-02    2.09e-02    5.8e-08
 954600      1.25e-02    2.38e-02      2.11e-04    2.64e-05      1.20e-02    2.32e-02    5.8e-08
 954800      2.09e-02    2.45e-02      4.85e-04    4.53e-04      1.97e-02    2.34e-02    5.8e-08
 955000      2.72e-02    2.60e-02      3.01e-04    1.06e-04      2.63e-02    2.52e-02    5.6e-08
 955200      2.42e-02    2.06e-02      4.13e-04    2.13e-04      2.32e-02    2.00e-02    5.6e-08
 955400      2.34e-02    2.29e-02      1.06e-05    1.86e-04      2.28e-02    2.23e-02    5.6e-08
 955600      2.44e-02    2.08e-02      3.42e-04    1.55e-04      2.35e-02    2.01e-02    5.6e-08
 955800      2.15e-02    2.24e-02      2.65e-04    1.64e-06      2.07e-02    2.18e-02    5.6e-08
 956000      1.98e-02    2.00e-02      4.54e-04    8.36e-05      1.88e-02    1.95e-02    5.6e-08
 956200      3.08e-02    4.08e-02      2.33e-04    1.33e-05      2.99e-02    3.97e-02    5.6e-08
 956400      2.72e-02    2.51e-02      1.19e-04    3.65e-04      2.64e-02    2.42e-02    5.6e-08
 956600      1.86e-02    2.42e-02      9.23e-05    1.66e-04      1.80e-02    2.35e-02    5.6e-08
 956800      2.21e-02    2.44e-02      1.18e-04    6.05e-05      2.15e-02    2.37e-02    5.6e-08
 957000      2.62e-02    1.91e-02      9.21e-05    2.07e-04      2.55e-02    1.85e-02    5.6e-08
 957200      2.51e-02    1.43e-02      5.05e-04    1.86e-04      2.39e-02    1.38e-02    5.6e-08
 957400      2.28e-02    1.84e-02      4.22e-04    1.36e-04      2.19e-02    1.78e-02    5.6e-08
 957600      2.76e-02    1.44e-02      6.91e-04    2.10e-04      2.60e-02    1.39e-02    5.6e-08
 957800      2.56e-02    1.71e-02      2.35e-05    3.51e-04      2.49e-02    1.63e-02    5.6e-08
 958000      1.04e-02    1.78e-02      4.77e-04    3.24e-04      8.98e-03    1.71e-02    5.6e-08
 958200      2.27e-02    2.14e-02      2.64e-04    3.61e-04      2.19e-02    2.06e-02    5.6e-08
 958400      2.45e-02    2.38e-02      5.03e-04    1.84e-04      2.33e-02    2.31e-02    5.6e-08
 958600      1.61e-02    1.54e-02      2.02e-04    9.25e-05      1.55e-02    1.49e-02    5.6e-08
 958800      2.12e-02    2.11e-02      1.15e-04    6.37e-05      2.06e-02    2.05e-02    5.6e-08
 959000      2.36e-02    2.39e-02      1.26e-04    1.88e-04      2.30e-02    2.32e-02    5.6e-08
 959200      2.14e-02    2.59e-02      2.47e-04    3.08e-04      2.07e-02    2.51e-02    5.6e-08
 959400      1.76e-02    3.43e-02      2.07e-04    1.71e-04      1.70e-02    3.34e-02    5.6e-08
 959600      2.56e-02    2.93e-02      7.33e-04    2.30e-04      2.39e-02    2.84e-02    5.6e-08
 959800      3.13e-02    2.11e-02      6.41e-04    8.90e-05      2.99e-02    2.05e-02    5.6e-08
 960000      2.01e-02    3.10e-02      2.25e-04    5.19e-05      1.94e-02    3.02e-02    5.3e-08
 960200      2.80e-02    1.95e-02      4.98e-04    1.45e-04      2.69e-02    1.90e-02    5.3e-08
 960400      1.89e-02    2.81e-02      1.17e-04    1.06e-05      1.84e-02    2.74e-02    5.3e-08
 960600      2.13e-02    2.33e-02      2.47e-04    4.48e-04      2.06e-02    2.23e-02    5.3e-08
 960800      2.31e-02    2.07e-02      3.76e-04    2.16e-04      2.23e-02    2.01e-02    5.3e-08
 961000      2.47e-02    2.87e-02      6.96e-06    4.00e-04      2.41e-02    2.77e-02    5.3e-08
 961200      2.20e-02    2.75e-02      1.29e-04    6.88e-04      2.14e-02    2.59e-02    5.3e-08
 961400      1.78e-02    2.26e-02      2.43e-04    1.38e-04      1.72e-02    2.20e-02    5.3e-08
 961600      2.56e-02    2.04e-02      1.50e-04    1.06e-05      2.49e-02    1.99e-02    5.3e-08
 961800      2.39e-02    2.10e-02      1.33e-04    4.14e-04      2.32e-02    2.01e-02    5.3e-08
 962000      2.34e-02    2.42e-02      1.33e-04    2.69e-04      2.27e-02    2.34e-02    5.3e-08
 962200      2.21e-02    1.80e-02      3.43e-06    6.39e-05      2.16e-02    1.75e-02    5.3e-08
 962400      2.22e-02    2.61e-02      6.33e-05    4.11e-04      2.17e-02    2.51e-02    5.3e-08
 962600      2.46e-02    2.17e-02      1.53e-04    4.01e-04      2.40e-02    2.08e-02    5.3e-08
 962800      1.91e-02    1.95e-02      1.58e-04    1.05e-04      1.85e-02    1.90e-02    5.3e-08
 963000      2.55e-02    2.14e-02      4.87e-04    9.22e-05      2.44e-02    2.08e-02    5.3e-08
 963200      1.94e-02    1.76e-02      1.67e-04    1.18e-04      1.89e-02    1.71e-02    5.3e-08
 963400      2.14e-02    1.97e-02      4.48e-04    4.58e-05      2.04e-02    1.92e-02    5.3e-08
 963600      2.93e-02    2.35e-02      2.45e-04    1.58e-04      2.85e-02    2.29e-02    5.3e-08
 963800      2.28e-02    2.22e-02      4.07e-04    6.00e-05      2.19e-02    2.17e-02    5.3e-08
 964000      2.11e-02    2.12e-02      1.13e-04    2.36e-04      2.05e-02    2.05e-02    5.3e-08
 964200      2.15e-02    2.18e-02      3.19e-04    3.35e-04      2.07e-02    2.10e-02    5.3e-08
 964400      2.52e-02    1.99e-02      1.84e-04    2.77e-04      2.45e-02    1.92e-02    5.3e-08
 964600      2.13e-02    2.64e-02      6.35e-05    2.55e-04      2.07e-02    2.56e-02    5.3e-08
 964800      2.46e-02    1.40e-02      1.82e-04    5.06e-04      2.39e-02    1.27e-02    5.3e-08
 965000      2.10e-02    2.44e-02      1.92e-04    3.01e-04      2.04e-02    2.36e-02    5.0e-08
 965200      2.67e-02    2.34e-02      6.20e-05    1.12e-04      2.61e-02    2.28e-02    5.0e-08
 965400      1.63e-02    1.37e-02      1.58e-04    1.29e-04      1.58e-02    1.33e-02    5.0e-08
 965600      1.96e-02    2.50e-02      3.65e-04    1.54e-04      1.88e-02    2.44e-02    5.0e-08
 965800      2.50e-02    1.59e-02      2.96e-04    6.23e-05      2.43e-02    1.55e-02    5.0e-08
 966000      1.25e-02    9.35e-03      4.31e-05    3.41e-04      1.22e-02    8.51e-03    5.0e-08
 966200      1.64e-02    2.32e-02      7.89e-05    2.10e-04      1.60e-02    2.25e-02    5.0e-08
 966400      2.47e-02    2.72e-02      2.74e-05    1.80e-05      2.41e-02    2.66e-02    5.0e-08
 966600      2.29e-02    2.10e-02      1.15e-04    1.48e-04      2.23e-02    2.04e-02    5.0e-08
 966800      1.98e-02    2.37e-02      5.06e-04    3.13e-04      1.87e-02    2.29e-02    5.0e-08
 967000      2.74e-02    2.51e-02      6.76e-05    3.25e-04      2.67e-02    2.43e-02    5.0e-08
 967200      2.29e-02    3.15e-02      4.74e-04    9.32e-05      2.19e-02    3.07e-02    5.0e-08
 967400      2.50e-02    1.62e-02      6.38e-05    2.03e-04      2.44e-02    1.57e-02    5.0e-08
 967600      2.02e-02    2.40e-02      4.46e-06    2.89e-04      1.97e-02    2.33e-02    5.0e-08
 967800      1.77e-02    2.39e-02      1.39e-04    2.53e-04      1.72e-02    2.32e-02    5.0e-08
 968000      2.32e-02    2.15e-02      8.88e-05    8.13e-05      2.27e-02    2.09e-02    5.0e-08
 968200      2.02e-02    1.60e-02      1.45e-05    6.74e-05      1.97e-02    1.56e-02    5.0e-08
 968400      2.10e-02    2.50e-02      9.96e-05    1.27e-04      2.05e-02    2.44e-02    5.0e-08
 968600      2.65e-02    2.84e-02      4.33e-05    4.96e-04      2.59e-02    2.73e-02    5.0e-08
 968800      1.93e-02    2.30e-02      5.74e-04    9.76e-05      1.80e-02    2.24e-02    5.0e-08
 969000      1.94e-02    1.90e-02      9.72e-05    6.36e-05      1.89e-02    1.86e-02    5.0e-08
 969200      1.98e-02    2.73e-02      1.34e-06    1.85e-04      1.93e-02    2.66e-02    5.0e-08
 969400      2.46e-02    2.22e-02      7.72e-05    3.37e-04      2.40e-02    2.14e-02    5.0e-08
 969600      2.68e-02    2.32e-02      2.73e-04    1.26e-04      2.61e-02    2.26e-02    5.0e-08
